right_db,left_db,RT,choice
18.0,22.0,0.1298828125,-1.0
24.0,16.0,0.091796875,1.0
24.0,16.0,0.205078125,1.0
21.0,19.0,0.1181640625,1.0
19.5,20.5,0.287109375,-1.0
12.0,28.0,0.111328125,-1.0
22.0,18.0,0.12109375,1.0
21.0,19.0,0.1875,1.0
20.5,19.5,0.1220703125,1.0
16.0,24.0,0.365234375,-1.0
19.5,20.5,0.5888671875,-1.0
28.0,12.0,0.1259765625,1.0
12.0,28.0,0.18359375,-1.0
22.0,18.0,0.1103515625,1.0
28.0,12.0,0.1005859375,1.0
18.0,22.0,0.7138671875,1.0
19.5,20.5,0.1416015625,-1.0
28.0,12.0,0.1083984375,1.0
19.0,21.0,0.20703125,-1.0
12.0,28.0,0.130859375,-1.0
16.0,24.0,0.1513671875,-1.0
19.0,21.0,0.1796875,-1.0
21.0,19.0,0.1767578125,1.0
22.0,18.0,0.123046875,1.0
19.0,21.0,0.4814453125,-1.0
18.0,22.0,0.2216796875,-1.0
12.0,28.0,0.2880859375,-1.0
19.5,20.5,0.140625,1.0
22.0,18.0,0.13671875,1.0
20.5,19.5,0.1513671875,1.0
19.0,21.0,0.1181640625,1.0
18.0,22.0,0.1396484375,-1.0
28.0,12.0,0.09375,1.0
16.0,24.0,0.34375,-1.0
24.0,16.0,0.1455078125,1.0
12.0,28.0,0.107421875,-1.0
18.0,22.0,0.234375,-1.0
12.0,28.0,0.07421875,-1.0
24.0,16.0,0.099609375,1.0
12.0,28.0,0.1298828125,-1.0
20.5,19.5,0.171875,-1.0
19.5,20.5,0.130859375,1.0
16.0,24.0,0.1640625,-1.0
21.0,19.0,0.150390625,1.0
20.5,19.5,0.162109375,-1.0
22.0,18.0,0.2099609375,-1.0
21.0,19.0,0.125,1.0
28.0,12.0,0.12109375,1.0
19.5,20.5,0.1455078125,1.0
16.0,24.0,0.099609375,-1.0
20.5,19.5,0.1171875,1.0
24.0,16.0,0.125,1.0
22.0,18.0,0.13671875,1.0
19.5,20.5,0.14453125,1.0
18.0,22.0,0.13671875,-1.0
12.0,28.0,0.13671875,-1.0
24.0,16.0,0.1201171875,1.0
22.0,18.0,0.1162109375,1.0
19.5,20.5,0.16796875,1.0
21.0,19.0,0.111328125,1.0
20.5,19.5,0.1201171875,1.0
22.0,18.0,0.15234375,1.0
21.0,19.0,0.1552734375,1.0
20.5,19.5,0.279296875,-1.0
16.0,24.0,0.7080078125,-1.0
24.0,16.0,0.1533203125,1.0
24.0,16.0,0.1083984375,1.0
19.0,21.0,0.1533203125,1.0
18.0,22.0,0.119140625,1.0
19.5,20.5,0.267578125,1.0
12.0,28.0,0.27734375,-1.0
19.5,20.5,0.146484375,1.0
19.0,21.0,0.33984375,-1.0
28.0,12.0,0.1572265625,1.0
19.0,21.0,0.458984375,-1.0
16.0,24.0,0.130859375,-1.0
21.0,19.0,0.2998046875,-1.0
18.0,22.0,0.1396484375,-1.0
24.0,16.0,0.11328125,1.0
28.0,12.0,0.1220703125,1.0
22.0,18.0,0.177734375,1.0
24.0,16.0,0.0927734375,1.0
19.0,21.0,0.16796875,-1.0
16.0,24.0,0.3076171875,-1.0
12.0,28.0,0.0986328125,-1.0
21.0,19.0,0.2294921875,1.0
28.0,12.0,0.109375,1.0
19.5,20.5,0.2392578125,-1.0
24.0,16.0,0.1376953125,1.0
19.0,21.0,0.16796875,1.0
22.0,18.0,0.125,1.0
24.0,16.0,0.267578125,1.0
19.0,21.0,0.416015625,-1.0
20.5,19.5,0.330078125,-1.0
28.0,12.0,0.150390625,1.0
18.0,22.0,0.041015625,-1.0
19.5,20.5,0.171875,1.0
21.0,19.0,0.3017578125,1.0
21.0,19.0,0.0947265625,1.0
16.0,24.0,0.2431640625,-1.0
12.0,28.0,0.0478515625,-1.0
22.0,18.0,0.18359375,1.0
24.0,16.0,0.087890625,1.0
21.0,19.0,0.2509765625,1.0
18.0,22.0,0.345703125,-1.0
21.0,19.0,0.0537109375,1.0
22.0,18.0,0.15625,1.0
20.5,19.5,0.12109375,-1.0
22.0,18.0,0.1416015625,1.0
19.5,20.5,0.365234375,-1.0
16.0,24.0,0.2373046875,-1.0
19.5,20.5,0.171875,-1.0
24.0,16.0,0.1513671875,1.0
21.0,19.0,0.189453125,-1.0
18.0,22.0,0.1044921875,-1.0
16.0,24.0,0.13671875,-1.0
20.5,19.5,0.0859375,1.0
19.0,21.0,0.17578125,-1.0
12.0,28.0,0.1201171875,-1.0
16.0,24.0,0.140625,-1.0
19.0,21.0,0.259765625,1.0
18.0,22.0,0.1552734375,-1.0
18.0,22.0,0.1416015625,-1.0
19.0,21.0,0.384765625,-1.0
19.0,21.0,0.1416015625,-1.0
24.0,16.0,0.1552734375,1.0
21.0,19.0,0.1328125,1.0
19.5,20.5,0.17578125,-1.0
18.0,22.0,0.240234375,-1.0
20.5,19.5,0.08984375,1.0
22.0,18.0,0.0341796875,1.0
18.0,22.0,0.376953125,-1.0
19.0,21.0,0.498046875,-1.0
22.0,18.0,0.47265625,-1.0
18.0,22.0,0.142578125,-1.0
24.0,16.0,0.130859375,1.0
12.0,28.0,0.15625,-1.0
19.0,21.0,0.1318359375,-1.0
22.0,18.0,0.11328125,1.0
22.0,18.0,0.072265625,1.0
16.0,24.0,0.107421875,-1.0
21.0,19.0,0.1142578125,1.0
20.5,19.5,0.1337890625,1.0
16.0,24.0,0.2080078125,-1.0
12.0,28.0,0.09765625,-1.0
19.0,21.0,0.642578125,-1.0
19.0,21.0,0.2705078125,-1.0
16.0,24.0,0.1201171875,-1.0
21.0,19.0,0.1474609375,-1.0
24.0,16.0,0.0322265625,1.0
24.0,16.0,0.1533203125,1.0
28.0,12.0,0.16015625,1.0
12.0,28.0,0.150390625,-1.0
16.0,24.0,0.119140625,-1.0
22.0,18.0,0.1201171875,1.0
24.0,16.0,0.12890625,1.0
19.0,21.0,0.1455078125,-1.0
19.5,20.5,0.2705078125,-1.0
22.0,18.0,0.1201171875,1.0
16.0,24.0,0.1904296875,-1.0
24.0,16.0,0.12109375,1.0
16.0,24.0,0.1162109375,-1.0
20.5,19.5,0.1162109375,1.0
20.5,19.5,0.1123046875,1.0
22.0,18.0,0.125,1.0
16.0,24.0,0.4052734375,-1.0
18.0,22.0,0.154296875,-1.0
24.0,16.0,0.1181640625,1.0
20.5,19.5,0.1865234375,1.0
18.0,22.0,0.427734375,-1.0
24.0,16.0,0.1103515625,1.0
18.0,22.0,0.146484375,-1.0
19.5,20.5,0.427734375,-1.0
20.5,19.5,0.158203125,-1.0
16.0,24.0,0.2314453125,-1.0
12.0,28.0,0.173828125,-1.0
21.0,19.0,0.1279296875,1.0
24.0,16.0,0.1494140625,1.0
18.0,22.0,0.1650390625,-1.0
19.0,21.0,0.1201171875,-1.0
16.0,24.0,0.123046875,-1.0
22.0,18.0,0.1044921875,1.0
18.0,22.0,0.1435546875,-1.0
19.5,20.5,0.181640625,1.0
12.0,28.0,0.14453125,-1.0
18.0,22.0,0.244140625,-1.0
24.0,16.0,0.2470703125,1.0
28.0,12.0,0.09765625,1.0
28.0,12.0,0.1455078125,1.0
12.0,28.0,0.1513671875,-1.0
19.0,21.0,0.14453125,1.0
20.5,19.5,0.177734375,-1.0
21.0,19.0,0.126953125,1.0
20.5,19.5,0.2734375,1.0
28.0,12.0,0.0830078125,1.0
12.0,28.0,0.1728515625,-1.0
20.5,19.5,0.1533203125,1.0
19.5,20.5,0.1259765625,-1.0
24.0,16.0,0.12890625,1.0
16.0,24.0,0.1591796875,-1.0
28.0,12.0,0.12890625,1.0
22.0,18.0,0.1240234375,1.0
12.0,28.0,0.1318359375,-1.0
18.0,22.0,0.234375,-1.0
16.0,24.0,0.0478515625,-1.0
12.0,28.0,0.1162109375,-1.0
19.0,21.0,0.162109375,1.0
19.0,21.0,0.1220703125,1.0
18.0,22.0,0.115234375,-1.0
19.0,21.0,0.2587890625,-1.0
28.0,12.0,0.1142578125,1.0
22.0,18.0,0.162109375,1.0
16.0,24.0,0.154296875,-1.0
28.0,12.0,0.1025390625,1.0
24.0,16.0,0.138671875,1.0
21.0,19.0,0.1103515625,1.0
28.0,12.0,0.1083984375,1.0
21.0,19.0,0.1533203125,1.0
22.0,18.0,0.09765625,1.0
22.0,18.0,0.1591796875,1.0
21.0,19.0,0.138671875,1.0
24.0,16.0,0.1552734375,1.0
16.0,24.0,0.322265625,-1.0
24.0,16.0,0.19140625,1.0
16.0,24.0,0.126953125,-1.0
18.0,22.0,0.1279296875,1.0
28.0,12.0,0.1796875,1.0
19.0,21.0,0.28125,1.0
24.0,16.0,0.3525390625,1.0
19.0,21.0,0.1357421875,-1.0
16.0,24.0,0.158203125,-1.0
20.5,19.5,0.169921875,1.0
21.0,19.0,0.1318359375,1.0
19.5,20.5,0.1396484375,-1.0
12.0,28.0,0.12109375,-1.0
19.0,21.0,0.1416015625,-1.0
24.0,16.0,0.091796875,1.0
19.5,20.5,0.125,1.0
16.0,24.0,0.2626953125,-1.0
19.0,21.0,0.1640625,-1.0
28.0,12.0,0.12890625,1.0
20.5,19.5,0.1962890625,1.0
21.0,19.0,0.107421875,1.0
16.0,24.0,0.3486328125,-1.0
19.5,20.5,0.140625,1.0
28.0,12.0,0.1962890625,1.0
19.0,21.0,0.2216796875,-1.0
20.5,19.5,0.453125,1.0
24.0,16.0,0.0771484375,1.0
12.0,28.0,0.232421875,-1.0
12.0,28.0,0.0771484375,-1.0
24.0,16.0,0.125,1.0
19.5,20.5,0.1435546875,-1.0
19.0,21.0,0.0966796875,-1.0
12.0,28.0,0.12109375,-1.0
22.0,18.0,0.15234375,1.0
21.0,19.0,0.1357421875,1.0
22.0,18.0,0.1435546875,1.0
18.0,22.0,0.1416015625,-1.0
16.0,24.0,0.1025390625,-1.0
21.0,19.0,0.1484375,1.0
19.0,21.0,0.1982421875,-1.0
24.0,16.0,0.1044921875,1.0
22.0,18.0,0.1484375,-1.0
24.0,16.0,0.140625,1.0
16.0,24.0,0.1845703125,-1.0
18.0,22.0,0.16796875,-1.0
19.5,20.5,0.0830078125,-1.0
19.0,21.0,0.1298828125,-1.0
12.0,28.0,0.12109375,-1.0
20.5,19.5,0.111328125,1.0
12.0,28.0,0.1396484375,-1.0
18.0,22.0,0.1416015625,-1.0
22.0,18.0,0.013671875,1.0
21.0,19.0,0.09765625,1.0
20.5,19.5,0.0888671875,1.0
22.0,18.0,0.19140625,1.0
21.0,19.0,0.154296875,1.0
18.0,22.0,0.1689453125,-1.0
28.0,12.0,0.017578125,1.0
21.0,19.0,0.1064453125,1.0
28.0,12.0,0.130859375,1.0
22.0,18.0,0.107421875,1.0
16.0,24.0,0.1572265625,-1.0
12.0,28.0,0.111328125,-1.0
18.0,22.0,0.1279296875,-1.0
19.0,21.0,0.1171875,1.0
16.0,24.0,0.12109375,1.0
18.0,22.0,0.2451171875,-1.0
12.0,28.0,0.234375,-1.0
16.0,24.0,0.1171875,1.0
19.5,20.5,0.109375,1.0
20.5,19.5,0.140625,1.0
12.0,28.0,0.130859375,-1.0
19.5,20.5,0.125,1.0
19.5,20.5,0.1298828125,-1.0
19.0,21.0,0.1259765625,-1.0
20.5,19.5,0.1328125,-1.0
22.0,18.0,0.0849609375,1.0
16.0,24.0,0.1357421875,-1.0
18.0,22.0,0.123046875,-1.0
20.5,19.5,0.1416015625,1.0
20.5,19.5,0.1298828125,-1.0
24.0,16.0,0.14453125,-1.0
28.0,12.0,0.09765625,1.0
20.5,19.5,0.109375,1.0
12.0,28.0,0.1103515625,-1.0
18.0,22.0,0.1650390625,-1.0
12.0,28.0,0.1826171875,-1.0
28.0,12.0,0.08203125,1.0
19.5,20.5,0.181640625,-1.0
19.0,21.0,0.3212890625,-1.0
18.0,22.0,0.1435546875,-1.0
21.0,19.0,0.1484375,1.0
24.0,16.0,0.1025390625,1.0
18.0,22.0,0.091796875,-1.0
16.0,24.0,0.2880859375,-1.0
18.0,22.0,0.3232421875,-1.0
18.0,22.0,0.0732421875,-1.0
22.0,18.0,0.1083984375,-1.0
24.0,16.0,0.08203125,1.0
21.0,19.0,0.109375,1.0
16.0,24.0,0.24609375,-1.0
12.0,28.0,0.0927734375,-1.0
19.0,21.0,0.103515625,-1.0
16.0,24.0,0.2265625,-1.0
20.5,19.5,0.13671875,1.0
18.0,22.0,0.1298828125,-1.0
28.0,12.0,0.1494140625,1.0
21.0,19.0,0.1240234375,1.0
20.5,19.5,0.138671875,1.0
24.0,16.0,0.1318359375,1.0
28.0,12.0,0.0927734375,1.0
22.0,18.0,0.1494140625,1.0
19.5,20.5,0.0849609375,-1.0
16.0,24.0,0.1318359375,-1.0
19.0,21.0,0.125,-1.0
21.0,19.0,0.111328125,1.0
12.0,28.0,0.30859375,-1.0
20.5,19.5,0.2314453125,1.0
12.0,28.0,0.14453125,-1.0
28.0,12.0,0.0986328125,1.0
24.0,16.0,0.1162109375,1.0
19.0,21.0,0.271484375,-1.0
22.0,18.0,0.1005859375,1.0
21.0,19.0,0.1337890625,1.0
28.0,12.0,0.1337890625,1.0
12.0,28.0,0.1552734375,-1.0
24.0,16.0,0.30859375,-1.0
16.0,24.0,0.2841796875,-1.0
21.0,19.0,0.1103515625,-1.0
19.0,21.0,0.111328125,-1.0
12.0,28.0,0.138671875,-1.0
19.5,20.5,0.123046875,1.0
21.0,19.0,0.171875,1.0
16.0,24.0,0.0634765625,-1.0
28.0,12.0,0.1220703125,1.0
19.0,21.0,0.212890625,-1.0
19.5,20.5,0.1376953125,-1.0
16.0,24.0,0.0966796875,-1.0
21.0,19.0,0.154296875,1.0
28.0,12.0,0.130859375,1.0
18.0,22.0,0.2587890625,-1.0
20.5,19.5,0.1845703125,-1.0
24.0,16.0,0.119140625,1.0
16.0,24.0,0.1162109375,-1.0
28.0,12.0,0.09765625,1.0
12.0,28.0,0.1591796875,-1.0
28.0,12.0,0.1123046875,1.0
12.0,28.0,0.1953125,-1.0
21.0,19.0,0.1455078125,1.0
22.0,18.0,0.1064453125,1.0
16.0,24.0,0.109375,-1.0
19.0,21.0,0.5224609375,-1.0
22.0,18.0,0.328125,-1.0
19.5,20.5,0.2900390625,-1.0
24.0,16.0,0.203125,1.0
21.0,19.0,0.1533203125,1.0
20.5,19.5,0.2734375,1.0
18.0,22.0,0.2626953125,-1.0
16.0,24.0,0.2099609375,-1.0
18.0,22.0,0.03515625,-1.0
22.0,18.0,0.10546875,1.0
19.0,21.0,0.130859375,-1.0
21.0,19.0,0.169921875,-1.0
12.0,28.0,0.33984375,-1.0
19.0,21.0,0.15234375,-1.0
24.0,16.0,0.24609375,1.0
19.5,20.5,0.1181640625,1.0
18.0,22.0,0.1669921875,-1.0
12.0,28.0,0.1435546875,-1.0
19.5,20.5,0.1865234375,-1.0
22.0,18.0,0.150390625,1.0
19.0,21.0,0.3447265625,-1.0
28.0,12.0,0.1279296875,1.0
24.0,16.0,0.1328125,1.0
19.0,21.0,0.2109375,1.0
22.0,18.0,0.1162109375,1.0
18.0,22.0,0.1123046875,-1.0
20.5,19.5,0.1552734375,-1.0
19.0,21.0,0.14453125,-1.0
20.5,19.5,0.1552734375,-1.0
16.0,24.0,0.048828125,-1.0
18.0,22.0,0.1357421875,-1.0
16.0,24.0,0.16015625,-1.0
19.5,20.5,0.125,1.0
12.0,28.0,0.107421875,-1.0
28.0,12.0,0.0732421875,1.0
20.5,19.5,0.125,-1.0
16.0,24.0,0.1083984375,-1.0
22.0,18.0,0.150390625,-1.0
12.0,28.0,0.1669921875,-1.0
21.0,19.0,0.1240234375,1.0
19.5,20.5,0.099609375,-1.0
24.0,16.0,0.107421875,1.0
12.0,28.0,0.3154296875,-1.0
28.0,12.0,0.107421875,1.0
19.5,20.5,0.3359375,1.0
12.0,28.0,0.298828125,-1.0
19.0,21.0,0.2021484375,-1.0
28.0,12.0,0.07421875,1.0
21.0,19.0,0.220703125,1.0
24.0,16.0,0.162109375,1.0
28.0,12.0,0.109375,1.0
20.5,19.5,0.203125,1.0
12.0,28.0,0.173828125,-1.0
22.0,18.0,0.1591796875,1.0
21.0,19.0,0.0849609375,1.0
16.0,24.0,0.7802734375,-1.0
18.0,22.0,0.1318359375,-1.0
28.0,12.0,0.1123046875,1.0
28.0,12.0,0.1298828125,1.0
22.0,18.0,0.203125,1.0
16.0,24.0,0.1474609375,-1.0
22.0,18.0,0.1328125,1.0
18.0,22.0,0.1328125,-1.0
28.0,12.0,0.0947265625,1.0
12.0,28.0,0.2177734375,-1.0
18.0,22.0,0.173828125,-1.0
21.0,19.0,0.1298828125,1.0
28.0,12.0,0.125,1.0
12.0,28.0,0.1337890625,-1.0
20.5,19.5,0.16015625,-1.0
16.0,24.0,0.4677734375,-1.0
21.0,19.0,0.2275390625,1.0
22.0,18.0,0.2490234375,1.0
28.0,12.0,0.1162109375,1.0
20.5,19.5,0.28515625,1.0
16.0,24.0,0.126953125,-1.0
28.0,12.0,0.08984375,1.0
22.0,18.0,0.1328125,1.0
12.0,28.0,0.1923828125,-1.0
21.0,19.0,0.130859375,1.0
12.0,28.0,0.544921875,-1.0
19.0,21.0,0.1982421875,-1.0
16.0,24.0,0.13671875,-1.0
18.0,22.0,0.189453125,-1.0
19.5,20.5,0.1826171875,-1.0
19.0,21.0,0.1259765625,-1.0
20.5,19.5,0.2412109375,-1.0
12.0,28.0,0.1103515625,-1.0
16.0,24.0,0.1083984375,-1.0
18.0,22.0,0.1064453125,-1.0
22.0,18.0,0.12109375,1.0
19.0,21.0,0.3271484375,-1.0
12.0,28.0,0.103515625,-1.0
24.0,16.0,0.3740234375,1.0
19.5,20.5,0.044921875,-1.0
16.0,24.0,0.140625,-1.0
18.0,22.0,0.208984375,-1.0
21.0,19.0,0.1240234375,1.0
20.5,19.5,0.140625,1.0
12.0,28.0,0.1357421875,-1.0
28.0,12.0,0.1171875,1.0
19.0,21.0,0.16015625,-1.0
21.0,19.0,0.2060546875,1.0
16.0,24.0,0.2138671875,-1.0
19.0,21.0,0.1494140625,-1.0
18.0,22.0,0.138671875,-1.0
18.0,22.0,0.05859375,-1.0
28.0,12.0,0.107421875,1.0
19.5,20.5,0.15625,-1.0
24.0,16.0,0.140625,1.0
18.0,22.0,0.0966796875,-1.0
28.0,12.0,0.1162109375,1.0
12.0,28.0,0.1220703125,-1.0
24.0,16.0,0.177734375,1.0
21.0,19.0,0.1640625,-1.0
16.0,24.0,0.16796875,-1.0
20.5,19.5,0.1123046875,-1.0
22.0,18.0,0.1591796875,1.0
16.0,24.0,0.14453125,-1.0
19.5,20.5,0.1298828125,1.0
18.0,22.0,0.1591796875,1.0
20.5,19.5,0.1533203125,1.0
28.0,12.0,0.0576171875,1.0
12.0,28.0,0.1640625,-1.0
22.0,18.0,0.1357421875,-1.0
19.5,20.5,0.2978515625,-1.0
16.0,24.0,0.1142578125,-1.0
21.0,19.0,0.0654296875,1.0
20.5,19.5,0.2138671875,1.0
19.5,20.5,0.109375,-1.0
16.0,24.0,0.1015625,-1.0
18.0,22.0,0.142578125,1.0
12.0,28.0,0.09765625,-1.0
24.0,16.0,0.1171875,1.0
24.0,16.0,0.0888671875,1.0
19.0,21.0,0.15625,1.0
19.5,20.5,0.130859375,1.0
20.5,19.5,0.1552734375,1.0
18.0,22.0,0.158203125,-1.0
16.0,24.0,0.1982421875,-1.0
19.5,20.5,0.16796875,-1.0
24.0,16.0,0.119140625,1.0
12.0,28.0,0.2548828125,-1.0
12.0,28.0,0.38671875,-1.0
22.0,18.0,0.154296875,1.0
19.5,20.5,0.140625,-1.0
19.5,20.5,0.1796875,-1.0
19.5,20.5,0.1044921875,-1.0
19.0,21.0,0.158203125,-1.0
12.0,28.0,0.2509765625,-1.0
22.0,18.0,0.107421875,1.0
12.0,28.0,0.1484375,-1.0
28.0,12.0,0.1396484375,1.0
24.0,16.0,0.1728515625,1.0
21.0,19.0,0.1533203125,1.0
28.0,12.0,0.1650390625,1.0
19.5,20.5,0.125,-1.0
20.5,19.5,0.1201171875,1.0
16.0,24.0,0.1552734375,-1.0
28.0,12.0,0.029296875,1.0
19.0,21.0,0.1435546875,-1.0
16.0,24.0,0.1201171875,-1.0
21.0,19.0,0.130859375,1.0
24.0,16.0,0.1240234375,-1.0
19.0,21.0,0.8662109375,-1.0
22.0,18.0,0.1044921875,1.0
19.5,20.5,0.431640625,-1.0
12.0,28.0,0.046875,-1.0
24.0,16.0,0.0595703125,1.0
19.5,20.5,0.1298828125,-1.0
22.0,18.0,0.119140625,1.0
24.0,16.0,0.1484375,1.0
20.5,19.5,0.1552734375,-1.0
16.0,24.0,0.1796875,-1.0
19.0,21.0,0.0771484375,-1.0
19.0,21.0,0.08203125,-1.0
22.0,18.0,0.10546875,-1.0
21.0,19.0,0.1123046875,1.0
18.0,22.0,0.1015625,1.0
22.0,18.0,0.1181640625,1.0
21.0,19.0,0.017578125,-1.0
28.0,12.0,0.068359375,1.0
19.0,21.0,0.2724609375,-1.0
16.0,24.0,0.287109375,-1.0
12.0,28.0,0.28515625,-1.0
28.0,12.0,0.1181640625,1.0
18.0,22.0,0.197265625,-1.0
19.5,20.5,0.1201171875,1.0
22.0,18.0,0.1376953125,1.0
19.0,21.0,0.3818359375,-1.0
28.0,12.0,0.0986328125,1.0
28.0,12.0,0.0986328125,-1.0
20.5,19.5,0.1484375,1.0
20.5,19.5,0.330078125,1.0
19.0,21.0,0.2431640625,-1.0
28.0,12.0,0.125,1.0
24.0,16.0,0.181640625,1.0
22.0,18.0,0.095703125,-1.0
21.0,19.0,0.1162109375,1.0
18.0,22.0,0.33203125,-1.0
16.0,24.0,0.3623046875,-1.0
19.5,20.5,0.1396484375,1.0
12.0,28.0,0.20703125,-1.0
24.0,16.0,0.1171875,1.0
22.0,18.0,0.1025390625,1.0
16.0,24.0,0.279296875,-1.0
28.0,12.0,0.1025390625,1.0
18.0,22.0,0.1591796875,-1.0
22.0,18.0,0.115234375,-1.0
19.0,21.0,0.169921875,-1.0
19.5,20.5,0.0927734375,1.0
12.0,28.0,0.1865234375,-1.0
18.0,22.0,0.3505859375,-1.0
22.0,18.0,0.1806640625,1.0
22.0,18.0,0.1552734375,1.0
18.0,22.0,0.1298828125,-1.0
19.0,21.0,0.6318359375,-1.0
20.5,19.5,0.2431640625,1.0
19.0,21.0,0.1484375,1.0
24.0,16.0,0.095703125,1.0
16.0,24.0,0.083984375,1.0
28.0,12.0,0.115234375,1.0
22.0,18.0,0.1142578125,-1.0
28.0,12.0,0.130859375,1.0
24.0,16.0,0.1328125,1.0
12.0,28.0,0.2763671875,-1.0
22.0,18.0,0.2509765625,1.0
16.0,24.0,0.2802734375,-1.0
28.0,12.0,0.11328125,1.0
12.0,28.0,0.13671875,-1.0
20.5,19.5,0.28515625,-1.0
12.0,28.0,0.2685546875,-1.0
22.0,18.0,0.1376953125,1.0
12.0,28.0,0.1416015625,-1.0
24.0,16.0,0.39453125,1.0
20.5,19.5,0.16015625,-1.0
12.0,28.0,0.1337890625,-1.0
24.0,16.0,0.236328125,1.0
21.0,19.0,0.2060546875,-1.0
22.0,18.0,0.1474609375,1.0
12.0,28.0,0.2431640625,-1.0
20.5,19.5,0.115234375,1.0
18.0,22.0,0.1396484375,1.0
19.5,20.5,0.150390625,-1.0
19.0,21.0,0.482421875,-1.0
19.0,21.0,0.203125,-1.0
12.0,28.0,0.2705078125,-1.0
12.0,28.0,0.1025390625,-1.0
22.0,18.0,0.095703125,1.0
18.0,22.0,0.1591796875,-1.0
28.0,12.0,0.140625,1.0
16.0,24.0,0.1748046875,-1.0
20.5,19.5,0.09765625,1.0
22.0,18.0,0.1845703125,1.0
16.0,24.0,0.04296875,1.0
12.0,28.0,0.1982421875,-1.0
18.0,22.0,0.1728515625,-1.0
20.5,19.5,0.1513671875,1.0
19.0,21.0,0.1708984375,1.0
18.0,22.0,0.140625,-1.0
20.5,19.5,0.4580078125,-1.0
12.0,28.0,0.1357421875,-1.0
19.5,20.5,0.2177734375,-1.0
12.0,28.0,0.185546875,-1.0
18.0,22.0,0.138671875,-1.0
21.0,19.0,0.111328125,-1.0
28.0,12.0,0.140625,1.0
19.0,21.0,0.1416015625,1.0
24.0,16.0,0.1123046875,1.0
21.0,19.0,0.1748046875,-1.0
19.0,21.0,0.1533203125,-1.0
19.5,20.5,0.1240234375,-1.0
28.0,12.0,0.0830078125,1.0
28.0,12.0,0.1162109375,1.0
20.5,19.5,0.177734375,1.0
22.0,18.0,0.1171875,1.0
19.0,21.0,0.65234375,-1.0
20.5,19.5,0.2373046875,-1.0
12.0,28.0,0.181640625,-1.0
12.0,28.0,0.126953125,-1.0
20.5,19.5,0.146484375,-1.0
22.0,18.0,0.1455078125,1.0
19.5,20.5,0.322265625,1.0
22.0,18.0,0.333984375,1.0
19.5,20.5,0.1044921875,1.0
22.0,18.0,0.173828125,1.0
19.0,21.0,0.31640625,-1.0
28.0,12.0,0.0966796875,1.0
21.0,19.0,0.14453125,1.0
16.0,24.0,0.3623046875,-1.0
22.0,18.0,0.2919921875,1.0
21.0,19.0,0.150390625,1.0
28.0,12.0,0.146484375,1.0
12.0,28.0,0.232421875,-1.0
24.0,16.0,0.095703125,1.0
16.0,24.0,0.236328125,-1.0
12.0,28.0,0.240234375,-1.0
21.0,19.0,0.046875,1.0
18.0,22.0,0.259765625,1.0
20.5,19.5,0.12890625,-1.0
12.0,28.0,0.119140625,-1.0
19.5,20.5,0.1826171875,-1.0
21.0,19.0,0.14453125,1.0
16.0,24.0,0.12890625,-1.0
18.0,22.0,0.34375,-1.0
20.5,19.5,0.12109375,1.0
12.0,28.0,0.1396484375,-1.0
19.5,20.5,0.1259765625,-1.0
21.0,19.0,0.099609375,1.0
12.0,28.0,0.1240234375,-1.0
21.0,19.0,0.1455078125,1.0
22.0,18.0,0.130859375,1.0
28.0,12.0,0.1123046875,1.0
20.5,19.5,0.1552734375,1.0
19.0,21.0,0.2451171875,1.0
24.0,16.0,0.1181640625,1.0
21.0,19.0,0.1376953125,1.0
19.5,20.5,0.060546875,-1.0
22.0,18.0,0.16015625,1.0
28.0,12.0,0.1337890625,1.0
19.0,21.0,0.1728515625,-1.0
19.5,20.5,0.146484375,-1.0
16.0,24.0,0.15234375,-1.0
21.0,19.0,0.044921875,-1.0
22.0,18.0,0.115234375,1.0
12.0,28.0,0.123046875,-1.0
19.5,20.5,0.169921875,1.0
22.0,18.0,0.1142578125,1.0
28.0,12.0,0.123046875,1.0
18.0,22.0,0.142578125,-1.0
19.5,20.5,0.14453125,-1.0
24.0,16.0,0.126953125,1.0
22.0,18.0,0.1103515625,1.0
12.0,28.0,0.1103515625,-1.0
12.0,28.0,0.173828125,-1.0
22.0,18.0,0.2919921875,1.0
21.0,19.0,0.123046875,1.0
18.0,22.0,0.63671875,-1.0
24.0,16.0,0.1083984375,1.0
19.5,20.5,0.1591796875,-1.0
24.0,16.0,0.10546875,1.0
21.0,19.0,0.146484375,1.0
28.0,12.0,0.119140625,1.0
16.0,24.0,0.125,-1.0
28.0,12.0,0.080078125,1.0
16.0,24.0,0.1806640625,-1.0
28.0,12.0,0.1337890625,1.0
22.0,18.0,0.2666015625,1.0
19.5,20.5,0.1533203125,1.0
16.0,24.0,0.1513671875,-1.0
19.0,21.0,0.375,-1.0
28.0,12.0,0.119140625,1.0
12.0,28.0,0.259765625,-1.0
22.0,18.0,0.1689453125,1.0
19.5,20.5,0.4677734375,-1.0
16.0,24.0,0.2099609375,-1.0
19.0,21.0,0.2412109375,-1.0
18.0,22.0,0.1181640625,-1.0
20.5,19.5,0.1259765625,-1.0
19.5,20.5,0.31640625,-1.0
12.0,28.0,0.107421875,-1.0
21.0,19.0,0.1923828125,-1.0
22.0,18.0,0.1962890625,1.0
19.0,21.0,0.943359375,-1.0
16.0,24.0,0.1162109375,-1.0
19.5,20.5,0.11328125,-1.0
